elfin,id,t0,t1
a,16,2021-06-28T17:37:28.5,2021-06-28T17:39:44.5
a,16,2021-06-28T18:24:40.5,2021-06-28T18:25:57.5
a,16,2021-06-28T19:58:39.5,2021-06-28T19:59:23.5
a,16,2021-06-29T07:34:09.5,2021-06-29T07:34:45.5
a,16,2021-06-29T07:36:48.5,2021-06-29T07:37:05.5
a,16,2021-06-29T09:06:58.5,2021-06-29T09:07:47.5
a,16,2021-06-29T09:10:34.5,2021-06-29T09:11:10.5
a,16,2021-06-29T12:13:50.5,2021-06-29T12:16:29.5
a,16,2021-06-30T03:00:08.5,2021-06-30T03:02:06.5
a,16,2021-06-30T03:04:35.5,2021-06-30T03:04:35.5
a,16,2021-06-30T03:46:38.5,2021-06-30T03:50:27.5
a,16,2021-06-30T06:07:39.5,2021-06-30T06:08:19.5
a,16,2021-06-30T22:27:16.5,2021-06-30T22:27:49.5
a,16,2021-07-01T00:46:46.5,2021-07-01T00:49:01.5
a,16,2021-07-01T15:35:25.5,2021-07-01T15:35:43.5
a,16,2021-07-02T12:30:06.5,2021-07-02T12:33:40.5
a,16,2021-07-03T04:48:46.5,2021-07-03T04:52:35.5
a,16,2021-07-03T06:21:22.5,2021-07-03T06:25:33.5
a,16,2021-07-03T09:28:48.5,2021-07-03T09:33:50.5
a,16,2021-07-03T23:29:14.5,2021-07-03T23:29:37.5
a,16,2021-07-04T00:15:19.5,2021-07-04T00:17:21.5
a,16,2021-07-05T11:11:28.5,2021-07-05T11:15:40.5
a,16,2021-07-05T14:21:06.5,2021-07-05T14:22:40.5
a,16,2021-07-06T04:17:25.5,2021-07-06T04:20:37.5
a,16,2021-07-06T05:50:16.5,2021-07-06T05:54:41.5
a,16,2021-07-06T07:23:14.5,2021-07-06T07:27:47.5
a,16,2021-07-07T01:16:55.5,2021-07-07T01:19:16.5
a,16,2021-07-08T10:40:07.5,2021-07-08T10:42:39.5
a,16,2021-07-08T13:49:00.5,2021-07-08T13:51:15.5
a,16,2021-07-08T15:23:28.5,2021-07-08T15:23:48.5
a,16,2021-07-09T07:39:55.5,2021-07-09T07:42:06.5
a,16,2021-07-10T01:31:49.5,2021-07-10T01:33:20.5
a,16,2021-07-10T03:05:11.5,2021-07-10T03:05:53.5
a,16,2021-07-11T11:41:53.5,2021-07-11T11:45:13.5
a,16,2021-07-11T13:15:56.5,2021-07-11T13:19:32.5
a,16,2021-07-12T04:47:40.5,2021-07-12T04:47:40.5
a,16,2021-07-12T07:07:44.5,2021-07-12T07:12:09.5
a,16,2021-07-12T07:53:35.5,2021-07-12T07:58:05.5
a,16,2021-07-13T01:00:28.5,2021-07-13T01:01:14.5
a,16,2021-07-13T03:19:59.5,2021-07-13T03:23:06.5
a,16,2021-07-13T06:27:26.5,2021-07-13T06:28:50.5
a,16,2021-07-13T22:46:31.5,2021-07-13T22:46:31.5
a,16,2021-07-14T11:59:02.5,2021-07-14T11:59:27.5
a,16,2021-07-14T15:06:15.5,2021-07-14T15:06:31.5
a,16,2021-07-15T07:22:00.5,2021-07-15T07:26:27.5
a,16,2021-07-15T08:55:08.5,2021-07-15T08:59:40.5
a,16,2021-07-16T00:28:39.5,2021-07-16T00:28:39.5
a,16,2021-07-16T02:01:43.5,2021-07-16T02:02:59.5
a,16,2021-07-16T05:09:56.5,2021-07-16T05:10:34.5
a,16,2021-07-16T07:30:02.5,2021-07-16T07:31:19.5
a,16,2021-07-16T23:01:26.5,2021-07-16T23:01:57.5
a,16,2021-07-17T13:48:32.5,2021-07-17T13:48:32.5
a,16,2021-07-18T07:38:24.5,2021-07-18T07:40:52.5
a,16,2021-07-18T11:32:23.5,2021-07-18T11:34:05.5
a,16,2021-07-19T01:30:06.5,2021-07-19T01:30:50.5
a,16,2021-07-19T04:35:43.5,2021-07-19T04:38:13.5
a,16,2021-07-20T01:34:59.5,2021-07-20T01:36:57.5
a,16,2021-07-20T14:01:28.5,2021-07-20T14:03:15.5
a,16,2021-07-21T09:24:44.5,2021-07-21T09:28:48.5
a,16,2021-07-21T12:34:50.5,2021-07-21T12:35:01.5
a,16,2021-07-22T02:31:13.5,2021-07-22T02:32:25.5
a,16,2021-07-22T04:04:00.5,2021-07-22T04:06:04.5
a,16,2021-07-22T05:36:55.5,2021-07-22T05:39:45.5
a,16,2021-07-23T01:04:30.5,2021-07-23T01:04:45.5
a,16,2021-07-24T08:52:49.5,2021-07-24T08:56:43.5
a,16,2021-07-24T10:26:07.5,2021-07-24T10:30:00.5
a,16,2021-07-24T12:00:14.5,2021-07-24T12:02:54.5
a,16,2021-07-25T02:45:54.5,2021-07-25T02:47:01.5
a,16,2021-07-25T05:04:57.5,2021-07-25T05:07:31.5
a,16,2021-07-25T05:52:42.5,2021-07-25T05:55:04.5
a,16,2021-07-25T07:28:01.5,2021-07-25T07:28:19.5
a,16,2021-07-26T01:17:40.5,2021-07-26T01:18:13.5
a,16,2021-10-13T02:43:33.5,2021-10-13T02:43:51.5
a,16,2021-10-16T02:06:05.5,2021-10-16T02:06:05.5
a,16,2021-10-18T05:17:36.5,2021-10-18T05:18:43.5
a,16,2021-10-21T04:40:16.5,2021-10-21T04:40:36.5
a,16,2021-10-21T23:17:22.5,2021-10-21T23:17:32.5
a,16,2021-10-22T00:50:17.5,2021-10-22T00:50:35.5
a,16,2021-10-22T01:37:18.5,2021-10-22T01:37:18.5
a,16,2021-10-24T02:28:46.5,2021-10-24T02:28:46.5
a,16,2021-10-24T05:35:12.5,2021-10-24T05:35:35.5
a,16,2021-10-27T01:50:15.5,2021-10-27T01:50:33.5
a,16,2021-10-27T04:56:02.5,2021-10-27T04:56:58.5
a,16,2021-10-27T06:29:19.5,2021-10-27T06:30:20.5
a,16,2021-10-30T01:11:44.5,2021-10-30T01:11:53.5
a,16,2021-10-30T04:17:24.5,2021-10-30T04:18:06.5
a,16,2021-10-30T22:54:45.5,2021-10-30T22:55:19.5
a,16,2021-11-01T07:28:20.5,2021-11-01T07:29:53.5
a,16,2021-11-01T09:02:19.5,2021-11-01T09:02:19.5
a,16,2021-11-02T00:32:43.5,2021-11-02T00:32:52.5
a,16,2021-11-02T02:05:31.5,2021-11-02T02:05:40.5
a,16,2021-11-02T03:38:32.5,2021-11-02T03:38:52.5
a,16,2021-11-02T22:15:50.5,2021-11-02T22:16:08.5
a,16,2021-11-05T01:25:50.5,2021-11-05T01:26:17.5
a,16,2021-11-05T04:32:17.5,2021-11-05T04:32:17.5
a,16,2021-11-05T21:36:13.5,2021-11-05T21:36:30.5
a,16,2021-11-07T23:13:11.5,2021-11-07T23:13:30.5
a,16,2021-11-08T00:45:40.5,2021-11-08T00:46:16.5
a,16,2021-11-08T02:18:49.5,2021-11-08T02:18:58.5
a,16,2021-11-10T05:29:30.5,2021-11-10T05:29:30.5
a,16,2021-11-10T07:02:20.5,2021-11-10T07:02:41.5
a,16,2021-11-11T01:38:27.5,2021-11-11T01:38:45.5
a,16,2021-11-13T04:48:40.5,2021-11-13T04:48:52.5
a,16,2021-11-13T21:52:36.5,2021-11-13T21:52:36.5
a,16,2021-11-13T23:24:52.5,2021-11-13T23:25:39.5
a,16,2021-11-14T00:57:43.5,2021-11-14T00:58:18.5
a,16,2021-11-16T04:07:32.5,2021-11-16T04:07:54.5
a,16,2021-11-16T21:11:33.5,2021-11-16T21:11:53.5
a,16,2021-11-16T21:57:54.5,2021-11-16T21:58:24.5
a,16,2021-11-16T22:44:03.5,2021-11-16T22:44:40.5
a,16,2021-11-16T23:30:35.5,2021-11-16T23:31:29.5
a,16,2021-11-17T00:16:39.5,2021-11-17T00:17:42.5
a,16,2021-11-19T01:53:32.5,2021-11-19T01:53:50.5
a,16,2021-11-19T03:26:45.5,2021-11-19T03:26:45.5
a,16,2021-11-19T07:19:30.5,2021-11-19T07:19:30.5
a,16,2021-11-19T20:30:37.5,2021-11-19T20:30:47.5
a,16,2021-11-19T22:02:50.5,2021-11-19T22:03:59.5
a,16,2021-11-19T23:35:50.5,2021-11-19T23:36:35.5
a,16,2021-11-21T07:23:12.5,2021-11-21T07:23:12.5
a,16,2021-11-22T01:12:11.5,2021-11-22T01:12:56.5
a,16,2021-11-22T02:45:17.5,2021-11-22T02:45:27.5
a,16,2021-11-22T21:22:07.5,2021-11-22T21:22:48.5
a,16,2021-11-25T02:03:48.5,2021-11-25T02:04:16.5
a,16,2021-11-25T19:54:39.5,2021-11-25T19:54:39.5
a,16,2021-11-25T20:40:46.5,2021-11-25T20:41:04.5
a,16,2021-11-25T21:26:52.5,2021-11-25T21:26:52.5
a,16,2021-11-27T05:13:47.5,2021-11-27T05:13:47.5
a,16,2021-11-27T22:16:47.5,2021-11-27T22:17:16.5
a,16,2021-11-27T23:49:03.5,2021-11-27T23:50:06.5
a,16,2021-11-28T00:35:51.5,2021-11-28T00:36:41.5
a,16,2021-11-28T02:09:14.5,2021-11-28T02:09:41.5
a,16,2021-11-30T04:31:22.5,2021-11-30T04:31:35.5
a,16,2021-11-30T06:04:15.5,2021-11-30T06:04:36.5
a,16,2021-11-30T23:07:02.5,2021-11-30T23:08:26.5
a,16,2021-12-01T00:41:07.5,2021-12-01T00:41:07.5
a,16,2021-12-06T00:47:43.5,2021-12-06T00:48:08.5
a,16,2021-12-06T01:33:22.5,2021-12-06T01:34:13.5
a,16,2021-12-06T02:20:24.5,2021-12-06T02:21:10.5
a,16,2021-12-06T04:39:20.5,2021-12-06T04:39:48.5
a,16,2021-12-08T07:02:01.5,2021-12-08T07:02:01.5
a,16,2021-12-09T00:51:04.5,2021-12-09T00:51:49.5
a,16,2021-12-09T03:56:50.5,2021-12-09T03:57:02.5
a,16,2021-12-09T06:16:38.5,2021-12-09T06:16:38.5
a,16,2021-12-14T21:05:41.5,2021-12-14T21:07:10.5
a,16,2021-12-15T03:18:53.5,2021-12-15T03:19:02.5
a,16,2021-12-22T05:44:51.5,2021-12-22T05:45:09.5
a,16,2021-12-23T01:52:48.5,2021-12-23T01:54:18.5
a,16,2021-12-23T18:56:06.5,2021-12-23T18:56:57.5
a,16,2021-12-23T20:28:31.5,2021-12-23T20:30:14.5
a,16,2021-12-28T05:49:40.5,2021-12-28T05:49:40.5
a,16,2021-12-28T19:45:16.5,2021-12-28T19:46:59.5
a,16,2022-01-03T19:01:15.5,2022-01-03T19:03:39.5
a,16,2022-01-03T19:48:00.5,2022-01-03T19:50:11.5
a,16,2022-01-05T20:34:21.5,2022-01-05T20:36:54.5
a,16,2022-01-05T22:06:15.5,2022-01-05T22:10:13.5
a,16,2022-01-05T23:39:09.5,2022-01-05T23:42:51.5
a,16,2022-01-06T17:31:07.5,2022-01-06T17:31:14.5
a,16,2022-01-06T18:15:35.5,2022-01-06T18:18:02.5
a,16,2022-01-11T01:13:50.5,2022-01-11T01:17:23.5
a,16,2022-01-11T19:49:37.5,2022-01-11T19:52:33.5
a,16,2022-01-13T22:55:12.5,2022-01-13T22:57:07.5
a,16,2022-01-14T17:31:17.5,2022-01-14T17:33:23.5
a,16,2022-01-14T19:02:49.5,2022-01-14T19:04:24.5
a,16,2022-01-16T01:15:28.5,2022-01-16T01:16:58.5
a,16,2022-01-16T02:00:04.5,2022-01-16T02:04:31.5
a,16,2022-01-16T04:19:42.5,2022-01-16T04:20:31.5
a,16,2022-01-16T05:06:21.5,2022-01-16T05:09:30.5
a,16,2022-01-16T19:04:12.5,2022-01-16T19:06:46.5
a,16,2022-01-16T19:48:23.5,2022-01-16T19:53:25.5
a,16,2022-01-16T22:53:29.5,2022-01-16T22:57:48.5
a,16,2022-01-18T06:39:06.5,2022-01-18T06:41:23.5
a,16,2022-01-19T16:46:36.5,2022-01-19T16:46:36.5
a,16,2022-01-19T18:15:31.5,2022-01-19T18:20:24.5
a,16,2022-01-19T19:47:40.5,2022-01-19T19:53:27.5
a,16,2022-01-20T15:11:39.5,2022-01-20T15:11:39.5
a,16,2022-01-20T17:29:19.5,2022-01-20T17:29:19.5
a,16,2022-01-21T05:52:24.5,2022-01-21T05:54:52.5
a,16,2022-01-21T20:38:22.5,2022-01-21T20:38:33.5
a,16,2022-01-22T00:25:47.5,2022-01-22T00:32:05.5
a,16,2022-01-24T05:05:37.5,2022-01-24T05:07:38.5
a,16,2022-01-24T19:01:31.5,2022-01-24T19:05:18.5
a,16,2022-01-25T16:41:41.5,2022-01-25T16:44:18.5
a,16,2022-01-27T16:42:08.5,2022-01-27T16:45:39.5
a,16,2022-01-27T18:11:57.5,2022-01-27T18:17:27.5
a,16,2022-01-27T19:44:51.5,2022-01-27T19:49:40.5
a,16,2022-01-29T04:14:37.5,2022-01-29T04:18:50.5
a,16,2022-01-29T22:49:44.5,2022-01-29T22:55:05.5
a,16,2022-01-31T10:28:00.5,2022-01-31T10:28:00.5
a,16,2022-02-01T04:59:41.5,2022-02-01T05:02:48.5
a,16,2022-02-03T22:02:27.5,2022-02-03T22:02:59.5
a,16,2022-02-04T16:33:19.5,2022-02-04T16:39:11.5
a,16,2022-02-04T18:05:53.5,2022-02-04T18:10:45.5
a,16,2022-02-05T15:46:21.5,2022-02-05T15:50:16.5
a,16,2022-02-08T10:20:01.5,2022-02-08T10:22:25.5
a,16,2022-02-09T03:18:13.5,2022-02-09T03:21:01.5
a,16,2022-02-09T03:29:34.5,2022-02-09T03:29:34.5
a,16,2022-02-11T11:02:17.5,2022-02-11T11:02:17.5
a,16,2022-02-11T21:48:18.5,2022-02-11T21:52:38.5
a,16,2022-02-12T16:23:30.5,2022-02-12T16:28:43.5
a,16,2022-02-14T05:30:04.5,2022-02-14T05:31:27.5
a,16,2022-02-14T17:56:15.5,2022-02-14T17:57:29.5
a,16,2022-02-16T05:26:18.5,2022-02-16T05:29:41.5
a,16,2022-02-17T15:30:14.5,2022-02-17T15:34:49.5
a,16,2022-02-17T17:00:38.5,2022-02-17T17:06:01.5
a,16,2022-02-18T10:04:10.5,2022-02-18T10:08:31.5
a,16,2022-02-19T03:02:27.5,2022-02-19T03:04:47.5
a,16,2022-02-21T23:02:47.5,2022-02-21T23:07:05.5
a,16,2022-02-22T16:05:29.5,2022-02-22T16:09:50.5
a,16,2022-02-23T11:59:18.5,2022-02-23T11:59:38.5
a,16,2022-02-23T13:31:01.5,2022-02-23T13:31:49.5
a,16,2022-02-24T05:10:45.5,2022-02-24T05:15:08.5
a,16,2022-02-24T22:10:22.5,2022-02-24T22:13:51.5
a,16,2022-02-25T16:44:03.5,2022-02-25T16:47:19.5
a,16,2022-02-26T09:33:58.5,2022-02-26T09:35:36.5
a,16,2022-02-28T11:14:32.5,2022-02-28T11:18:57.5
a,16,2022-02-28T12:33:41.5,2022-02-28T12:35:44.5
a,16,2022-03-01T05:33:31.5,2022-03-01T05:36:26.5
a,16,2022-03-01T21:11:42.5,2022-03-01T21:14:33.5
a,16,2022-03-03T10:21:26.5,2022-03-03T10:23:01.5
a,16,2022-03-04T03:04:54.5,2022-03-04T03:08:09.5
a,16,2022-03-04T18:33:38.5,2022-03-04T18:33:58.5
a,16,2022-03-05T10:16:24.5,2022-03-05T10:19:24.5
a,16,2022-03-05T11:35:13.5,2022-03-05T11:37:10.5
a,16,2022-03-05T13:08:01.5,2022-03-05T13:09:47.5
a,16,2022-03-07T14:34:10.5,2022-03-07T14:35:35.5
a,16,2022-03-08T22:58:46.5,2022-03-08T23:01:06.5
a,16,2022-03-09T02:03:26.5,2022-03-09T02:07:22.5
a,16,2022-03-09T03:37:13.5,2022-03-09T03:37:28.5
a,16,2022-03-09T16:00:53.5,2022-03-09T16:02:20.5
a,16,2022-03-09T16:12:58.5,2022-03-09T16:16:31.5
a,16,2022-03-09T19:04:28.5,2022-03-09T19:06:21.5
a,16,2022-03-10T09:02:51.5,2022-03-10T09:03:33.5
a,16,2022-03-10T10:32:55.5,2022-03-10T10:36:17.5
a,16,2022-03-10T12:03:40.5,2022-03-10T12:08:01.5
a,16,2022-03-11T02:11:18.5,2022-03-11T02:13:31.5
a,16,2022-03-11T03:44:36.5,2022-03-11T03:46:57.5
a,16,2022-03-11T05:04:18.5,2022-03-11T05:08:23.5
a,16,2022-03-11T17:26:58.5,2022-03-11T17:27:55.5
a,16,2022-03-11T18:59:22.5,2022-03-11T18:59:44.5
a,16,2022-03-11T20:43:29.5,2022-03-11T20:46:18.5
a,16,2022-03-12T15:04:09.5,2022-03-12T15:06:16.5
a,16,2022-03-12T15:17:59.5,2022-03-12T15:21:55.5
a,16,2022-03-12T16:36:27.5,2022-03-12T16:37:02.5
a,16,2022-03-14T15:11:39.5,2022-03-14T15:13:56.5
a,16,2022-03-14T16:43:06.5,2022-03-14T16:45:41.5
a,16,2022-03-14T18:15:09.5,2022-03-14T18:17:38.5
a,16,2022-03-14T19:31:45.5,2022-03-14T19:35:42.5
a,16,2022-03-15T09:29:41.5,2022-03-15T09:33:02.5
a,16,2022-03-15T12:34:13.5,2022-03-15T12:37:01.5
a,16,2022-03-16T02:41:04.5,2022-03-16T02:42:00.5
a,16,2022-03-16T04:14:50.5,2022-03-16T04:15:13.5
a,16,2022-03-16T18:08:15.5,2022-03-16T18:10:22.5
a,16,2022-03-16T20:56:01.5,2022-03-16T20:59:46.5
a,16,2022-03-16T21:12:58.5,2022-03-16T21:14:53.5
a,16,2022-03-17T10:51:37.5,2022-03-17T10:56:48.5
a,16,2022-03-17T12:26:44.5,2022-03-17T12:29:54.5
a,16,2022-03-17T14:15:22.5,2022-03-17T14:16:56.5
a,16,2022-03-18T08:32:01.5,2022-03-18T08:34:29.5
a,16,2022-03-18T22:38:20.5,2022-03-18T22:38:53.5
a,16,2022-03-21T16:49:05.5,2022-03-21T16:50:16.5
a,16,2022-03-21T17:03:55.5,2022-03-21T17:03:55.5
a,16,2022-03-21T19:51:41.5,2022-03-21T19:54:36.5
a,16,2022-03-22T11:20:08.5,2022-03-22T11:23:12.5
a,16,2022-03-22T12:51:01.5,2022-03-22T12:51:01.5
a,16,2022-03-22T12:53:48.5,2022-03-22T12:55:50.5
a,16,2022-03-25T08:48:37.5,2022-03-25T08:51:49.5
a,16,2022-03-25T10:18:39.5,2022-03-25T10:19:19.5
a,16,2022-03-25T21:03:36.5,2022-03-25T21:03:45.5
a,16,2022-03-25T21:05:47.5,2022-03-25T21:09:15.5
a,16,2022-03-26T01:44:15.5,2022-03-26T01:49:50.5
a,16,2022-03-26T15:40:08.5,2022-03-26T15:42:55.5
a,16,2022-03-28T01:35:39.5,2022-03-28T01:40:35.5
a,16,2022-03-28T03:08:16.5,2022-03-28T03:13:42.5
a,16,2022-03-28T18:33:44.5,2022-03-28T18:37:19.5
a,16,2022-03-29T10:00:11.5,2022-03-29T10:05:28.5
a,16,2022-03-29T11:34:04.5,2022-03-29T11:37:47.5
a,16,2022-03-29T13:07:17.5,2022-03-29T13:09:08.5
a,16,2022-03-29T14:38:53.5,2022-03-29T14:42:07.5
a,16,2022-03-30T19:59:43.5,2022-03-30T19:59:43.5
a,16,2022-03-31T11:24:46.5,2022-03-31T11:28:14.5
a,16,2022-03-31T13:01:01.5,2022-03-31T13:01:01.5
a,16,2022-04-01T09:00:07.5,2022-04-01T09:04:55.5
a,16,2022-04-01T10:31:12.5,2022-04-01T10:34:21.5
a,16,2022-04-02T03:29:33.5,2022-04-02T03:30:50.5
a,16,2022-04-02T18:53:21.5,2022-04-02T18:57:54.5
a,16,2022-04-02T20:24:19.5,2022-04-02T20:24:54.5
a,16,2022-04-04T01:45:19.5,2022-04-04T01:50:27.5
a,16,2022-04-04T18:42:59.5,2022-04-04T18:45:10.5
a,16,2022-04-04T21:43:52.5,2022-04-04T21:50:09.5
a,16,2022-04-05T11:42:03.5,2022-04-05T11:45:10.5
a,16,2022-04-06T03:10:29.5,2022-04-06T03:11:52.5
a,16,2022-04-06T07:45:28.5,2022-04-06T07:47:28.5
